x,y,z
373261.44,4142339.0,1353.63
373275.28,4142415.0,1355.01
373289.22,4142488.5,1355.9
373292.47,4142496.0,1356.93
373278.78,4142422.0,1354.96
373265.06,4142346.0,1353.43
373254.25,4142251.0,1309.08
373240.53,4142148.5,1279.85
373248.84,4142200.0,1286.08
373259.66,4142305.0,1344.02
373272.88,4142384.8,1354.3
373286.75,4142458.5,1355.51
373301.7,4142525.8,1355.55
373287.62,4142452.2,1355.22
373273.88,4142377.8,1354.15
373261.38,4142295.0,1336.24
373249.97,4142189.0,1282.68
373245.53,4142159.5,1280.17
373258.94,4142261.5,1314.18
373270.22,4142353.0,1353.36
373284.25,4142428.2,1354.73
373298.47,4142501.8,1355.33
373296.72,4142482.5,1355.17
373282.75,4142408.5,1354.12
373268.78,4142331.8,1353.1
373258.38,4142231.2,1297.42
373243.7,4142132.8,1279.74
373257.2,4142218.0,1291.76
373267.6,4142321.0,1352.57
373281.72,4142397.5,1353.91
373295.88,4142471.8,1355.05
373305.9,4142512.5,1354.85
373291.7,4142439.0,1354.45
373277.7,4142363.5,1353.47
373266.06,4142276.2,1322.3
373253.3,4142171.5,1279.44
373254.28,4142176.0,1280.24
373266.97,4142279.5,1324.04
373279.0,4142366.0,1353.48
373293.25,4142440.8,1354.41
373307.72,4142514.0,1354.71
373300.88,4142469.8,1354.65
373286.78,4142395.2,1353.42
373273.2,4142317.0,1346.58
373262.3,4142212.8,1288.66
373250.88,4142139.2,1279.73
373265.75,4142236.8,1298.31
373276.53,4142335.5,1352.34
373290.84,4142411.2,1353.63
373305.25,4142485.2,1354.52
373309.9,4142499.0,1354.36
373295.62,4142425.0,1353.49
373281.44,4142349.0,1352.25
373270.44,4142255.8,1307.73
373256.12,4142154.0,1279.91
373263.25,4142194.8,1282.93
373275.16,4142298.0,1334.06
373288.1,4142380.2,1353.14
373302.47,4142454.5,1354.23
373317.22,4142527.8,1354.22
373304.78,4142456.0,1354.06
373290.53,4142381.2,1353.0
373277.9,4142299.8,1334.16
373265.97,4142195.0,1282.73
373259.62,4142155.5,1279.89
373274.16,4142255.5,1306.65
373285.5,4142349.2,1352.04
373299.97,4142424.5,1353.11
373314.6,4142498.2,1353.99
373313.97,4142486.0,1353.79
373299.53,4142411.8,1353.22
373285.2,4142335.2,1351.52
373274.5,4142235.8,1295.75
373259.1,4142137.5,1279.82
373272.16,4142214.0,1287.45
373283.75,4142316.0,1341.66
373297.44,4142395.2,1352.64
373312.03,4142469.5,1353.74
373323.12,4142514.8,1353.36
373308.44,4142441.0,1353.21
373294.0,4142365.8,1352.25
373282.28,4142277.5,1317.56
373268.78,4142174.8,1279.31
373269.03,4142174.2,1279.34
373282.75,4142275.8,1316.43
373294.78,4142364.8,1352.17
373309.5,4142439.5,1352.43
373324.28,4142513.0,1353.54
373317.6,4142471.0,1353.14
373303.1,4142396.5,1352.07
373289.66,4142317.2,1339.83
373277.97,4142214.8,1286.53
373265.28,4142138.0,1279.94
373281.1,4142234.2,1293.62
373292.03,4142333.5,1350.84
373306.7,4142409.8,1352.74
373321.53,4142483.5,1353.1
373326.84,4142500.5,1352.93
373312.2,4142426.5,1351.63
373297.56,4142350.5,1350.86
373286.34,4142256.8,1304.15
373271.3,4142156.5,1279.68
373278.28,4142193.8,1281.28
373291.25,4142296.0,1326.58
373303.97,4142379.8,1352.09
373318.84,4142454.2,1352.48
373333.94,4142527.5,1352.76
373321.38,4142456.2,1351.52
373306.62,4142381.2,1351.05
373293.88,4142296.2,1325.48
373280.94,4142193.8,1280.97
373274.7,4142157.0,1279.79
373290.0,4142255.5,1302.04
373301.47,4142350.0,1350.5
373316.3,4142425.5,1351.62
373331.34,4142499.2,1352.41
373330.34,4142485.0,1352.12
373315.47,4142410.8,1351.93
373301.44,4142333.2,1344.26
373289.94,4142233.5,1291.22
373273.66,4142136.2,1279.72
373287.8,4142215.2,1285.07
373300.06,4142315.8,1335.49
373313.75,4142396.0,1350.71
373328.7,4142470.2,1351.97
373339.47,4142513.8,1352.22
373324.62,4142439.8,1350.63
373310.0,4142365.2,1349.53
373298.1,4142274.5,1309.73
373283.5,4142174.0,1279.36
373284.3,4142176.2,1279.3
373298.9,4142276.0,1310.56
373311.1,4142366.2,1349.47
373326.06,4142441.0,1350.52
373341.16,4142514.8,1351.99
373333.78,4142469.2,1350.76
373319.03,4142394.8,1349.23
373305.6,4142313.2,1331.41
373293.06,4142212.0,1283.17
373280.6,4142140.2,1279.65
373297.0,4142235.5,1290.63
373309.12,4142333.2,1339.66
373323.0,4142411.2,1352.06
373338.28,4142484.8,1351.2
373343.1,4142499.2,1351.35
373328.2,4142425.0,1349.59
373313.34,4142349.2,1348.49
373301.9,4142253.0,1297.58
373286.03,4142154.8,1279.66
373294.0,4142196.2,1280.63
373307.9,4142296.8,1319.59
373320.62,4142381.8,1349.17
373335.6,4142455.5,1350.12
373352.44,4142528.5,1351.53
373337.38,4142454.8,1349.98
373322.47,4142379.8,1348.69
373310.06,4142292.8,1316.06
373296.06,4142192.5,1279.93
373290.16,4142158.5,1279.56
373306.1,4142255.2,1297.29
373317.78,4142350.5,1347.53
373332.78,4142425.5,1348.98
373347.88,4142499.2,1351.09
373346.62,4142484.8,1350.59
373331.84,4142410.5,1347.94
373318.5,4142332.0,1332.2
373305.9,4142235.2,1288.75
373289.16,4142138.8,1279.64
373303.0,4142212.0,1282.04
373316.47,4142311.2,1323.55
373329.62,4142393.2,1347.17
373344.66,4142468.0,1349.93
373356.3,4142515.8,1350.94
373341.22,4142441.8,1348.97
373326.56,4142367.2,1346.65
373314.62,4142276.5,1304.99
373299.53,4142178.2,1279.31
373299.0,4142173.2,1279.52
373314.6,4142270.0,1301.47
373326.53,4142362.0,1346.28
373341.47,4142436.5,1348.55
373356.72,4142510.2,1350.75
373350.8,4142473.2,1349.76
373335.9,4142398.2,1346.65
373322.97,4142317.2,1324.28
373309.72,4142218.8,1283.04
373294.62,4142133.8,1279.51
373311.62,4142227.5,1285.6
373325.12,4142324.2,1324.79
373338.0,4142403.2,1346.88
373353.16,4142478.0,1349.83
373360.75,4142506.0,1350.32
373345.7,4142431.8,1347.91
373331.25,4142354.2,1339.85
373319.47,4142263.5,1297.38
373303.53,4142166.5,1279.56
373307.4,4142184.8,1279.33
373322.72,4142282.0,1304.72
373334.84,4142371.5,1345.82
373349.97,4142447.0,1349.01
373365.4,4142520.8,1350.64
373355.12,4142463.0,1349.3
373340.2,4142387.5,1345.95
373327.84,4142302.2,1313.55
373313.6,4142204.2,1280.48
373303.44,4142147.5,1279.5
373320.3,4142242.0,1288.71
373333.88,4142335.5,1323.7
373347.06,4142416.2,1346.9
373362.38,4142490.5,1349.12
373364.72,4142493.5,1349.35
373349.66,4142418.8,1346.68
373336.62,4142337.2,1323.19
373323.12,4142243.2,1288.67
373306.28,4142147.5,1279.41
373317.16,4142203.5,1280.43
373331.9,4142300.2,1310.3
373344.16,4142385.5,1345.47
373359.2,4142460.2,1348.99
373374.28,4142523.5,1349.9
373359.0,4142449.5,1348.39
373344.12,4142373.8,1344.69
373332.16,4142282.2,1301.37
373316.8,4142186.2,1279.3
373313.28,4142165.8,1279.48
373329.62,4142260.0,1293.03
373342.94,4142352.2,1329.1
373356.38,4142430.5,1347.51
373371.8,4142504.5,1349.24
373368.38,4142479.2,1348.68
373353.38,4142404.2,1345.62
373341.1,4142320.2,1313.75
373326.84,4142225.2,1284.02
373309.5,4142129.8,1279.38
373326.88,4142221.5,1282.68
373341.44,4142316.2,1311.67
373353.97,4142401.5,1345.54
373369.2,4142476.2,1348.59
373377.53,4142507.2,1349.12
373362.25,4142433.0,1347.96
373348.9,4142353.8,1328.99
373335.88,4142260.8,1291.98
373319.47,4142165.2,1279.37
373323.94,4142186.5,1279.35
373339.7,4142281.8,1299.13
373352.25,4142372.0,1338.03
373366.75,4142449.0,1348.08
373382.3,4142522.8,1349.28
373371.2,4142460.8,1348.06
373356.25,4142385.0,1344.46
373344.44,4142295.8,1302.65
373329.3,4142201.2,1280.66
373320.44,4142151.0,1279.35
373337.38,4142244.2,1286.63
373351.44,4142336.0,1315.46
373363.88,4142418.0,1345.72
373379.16,4142492.2,1348.45
373380.78,4142491.5,1348.37
373365.7,4142416.5,1345.66
373353.8,4142335.0,1313.96
373339.66,4142242.0,1286.12
373322.66,4142147.2,1279.33
373333.78,4142204.5,1280.57
373349.38,4142298.0,1299.84
373360.75,4142386.2,1344.57
373375.94,4142461.5,1347.85
373390.34,4142522.0,1348.88
373375.03,4142448.0,1347.49
373361.0,4142369.5,1334.42
373348.62,4142278.0,1294.46
373332.62,4142183.2,1279.48
373330.38,4142169.0,1279.65
373346.84,4142262.0,1290.15
373360.25,4142353.0,1323.17
373373.44,4142433.2,1346.08
373388.8,4142507.5,1348.4
373384.0,4142476.2,1347.8
373368.94,4142401.0,1345.43
373357.78,4142313.5,1301.63
373342.62,4142220.8,1281.9
373326.56,4142131.5,1279.35
373343.97,4142225.0,1282.36
373359.16,4142316.2,1302.05
373370.66,4142404.2,1345.92
373385.97,4142478.5,1347.78
373393.2,4142505.0,1348.15
373378.06,4142430.5,1345.83
373365.56,4142349.0,1318.54
373352.1,4142257.5,1287.5
373335.4,4142163.5,1279.68
373340.7,4142188.8,1279.44
373356.94,4142281.2,1291.3
373368.7,4142372.2,1336.57
373383.12,4142449.0,1346.34
373398.5,4142523.0,1348.75
373387.3,4142460.5,1346.64
373372.0,4142385.5,1346.58
373361.47,4142292.5,1291.8
373345.4,4142200.5,1280.62
373336.75,4142151.0,1279.61
373353.75,4142243.8,1284.78
373368.25,4142335.5,1310.18
373379.7,4142417.8,1347.09
373395.2,4142492.0,1347.69
373396.8,4142491.8,1347.63
373381.5,4142417.2,1347.37
373370.03,4142332.0,1308.54
373355.66,4142239.8,1283.94
373338.7,4142146.2,1279.57
373350.06,4142204.8,1280.88
373366.28,4142296.0,1291.57
373376.5,4142389.2,1350.73
373392.34,4142463.0,1346.95
373405.88,4142520.5,1348.59
373390.6,4142446.5,1347.84
373376.78,4142369.5,1335.54
373365.3,4142275.0,1286.38
373348.78,4142183.5,1280.12
373346.72,4142169.5,1279.76
373363.62,4142261.8,1285.66
373376.34,4142354.0,1324.29
373389.12,4142433.5,1348.34
373404.66,4142507.2,1348.08
373399.94,4142476.2,1347.43
373384.8,4142403.8,1349.66
373374.38,4142313.5,1297.91
373359.12,4142222.2,1281.6
373342.66,4142130.2,1279.2
373360.03,4142223.8,1281.69
373375.22,4142315.0,1300.18
373385.88,4142403.8,1350.11
373401.44,4142477.0,1347.58
373409.28,4142506.8,1348.35
373394.1,4142433.8,1349.55
373381.62,4142353.8,1324.61
373369.28,4142260.5,1284.08
373352.5,4142168.0,1279.66
373355.44,4142181.5,1280.06
373372.25,4142272.5,1284.79
373383.72,4142366.0,1333.76
373397.12,4142444.2,1351.66
373412.94,4142517.2,1348.61
373404.06,4142466.5,1348.45
373388.75,4142392.8,1351.29
373378.84,4142299.5,1292.46
373363.0,4142208.2,1281.51
373351.97,4142144.8,1279.11
373369.12,4142238.0,1282.43
373383.28,4142330.5,1309.85
373394.47,4142416.2,1352.25
373409.62,4142487.8,1350.05
373413.47,4142497.0,1348.59
373397.9,4142424.2,1353.34
373386.75,4142340.2,1315.06
373373.34,4142246.8,1282.89
373356.44,4142153.5,1279.29
373365.34,4142198.8,1279.69
373381.75,4142289.8,1287.34
373391.9,4142383.8,1346.46
373406.5,4142458.2,1350.93
373422.75,4142526.5,1349.27
373407.12,4142453.8,1353.24
373393.5,4142378.5,1342.85
373383.25,4142283.0,1284.65
373366.9,4142192.8,1279.83
373361.44,4142160.5,1279.44
373378.34,4142252.2,1283.22
373391.38,4142346.0,1320.23
373403.16,4142428.8,1353.9
373418.62,4142500.8,1350.35
373416.72,4142484.0,1350.86
373401.28,4142410.8,1355.3
373390.97,4142322.0,1305.57
373376.7,4142229.5,1281.92
373359.72,4142135.2,1278.76
373375.0,4142216.5,1281.46
373390.22,4142308.2,1298.68
373400.12,4142399.5,1355.65
373415.62,4142472.5,1352.04
373425.53,4142511.5,1350.72
373409.9,4142438.2,1355.41
373397.94,4142359.5,1329.87
373386.28,4142263.8,1282.77
373369.62,4142172.2,1280.07
373371.75,4142181.0,1280.1
373388.53,4142271.5,1283.28
373399.78,4142366.8,1334.71
373412.62,4142445.0,1355.19
373428.4,4142518.0,1351.18
373418.8,4142466.8,1355.43
373404.12,4142392.8,1354.7
373394.56,4142300.0,1295.83
373379.3,4142207.2,1280.35
373368.66,4142145.8,1279.05
373385.62,4142238.5,1281.9
373399.38,4142331.5,1311.62
373409.22,4142418.2,1363.05
373425.16,4142489.8,1354.43
373427.88,4142495.8,1355.62
373412.9,4142424.5,1359.31
373402.4,4142339.8,1316.85
373389.38,4142245.0,1282.15
373372.62,4142152.0,1279.15
373382.1,4142200.8,1279.76
373397.75,4142293.0,1292.99
373407.84,4142386.5,1350.39
373421.84,4142460.2,1356.92
373437.2,4142525.8,1355.59
373422.16,4142453.5,1357.26
373408.8,4142377.0,1344.72
373398.56,4142282.0,1288.81
373382.7,4142190.0,1280.12
373378.47,4142163.8,1279.51
373395.34,4142255.0,1281.38
373407.53,4142349.8,1324.34
373418.1,4142429.5,1361.43
373433.2,4142501.8,1359.41
373430.84,4142483.0,1360.5
373416.03,4142410.8,1363.11
373406.97,4142322.2,1306.8
373392.9,4142228.5,1281.45
373376.06,4142134.2,1278.88
373391.6,4142217.8,1281.25
373406.4,4142310.5,1301.04
373415.56,4142402.5,1363.03
373430.72,4142475.2,1360.42
373439.56,4142510.2,1360.34
373425.34,4142440.8,1361.52
373413.75,4142361.5,1334.01
373402.6,4142265.8,1284.92
373386.3,4142173.5,1279.71
373388.03,4142180.2,1279.89
373404.3,4142272.0,1286.12
373415.12,4142366.8,1338.63
373427.44,4142445.0,1361.57
373442.34,4142517.0,1361.17
373433.78,4142468.2,1362.41
373419.38,4142395.2,1362.12
373410.66,4142301.8,1297.85
373395.8,4142208.2,1279.86
373384.7,4142144.2,1279.47
373401.56,4142237.0,1281.32
373414.94,4142330.8,1312.96
373424.62,4142417.2,1363.71
373439.47,4142490.0,1363.28
373442.3,4142495.8,1363.09
373427.6,4142422.8,1364.24
373417.7,4142337.5,1318.19
373405.12,4142242.2,1280.89
373388.5,4142149.5,1278.92
373398.62,4142203.0,1279.73
373413.7,4142295.2,1295.92
373423.22,4142388.5,1355.19
373437.03,4142462.8,1362.79
373450.88,4142522.2,1361.92
373436.06,4142449.5,1363.01
373423.53,4142373.0,1346.02
373413.56,4142277.0,1288.5
373397.84,4142184.8,1279.92
373395.5,4142168.5,1279.35
373411.88,4142260.8,1284.32
373423.16,4142356.5,1333.53
373434.53,4142436.0,1363.53
373449.38,4142508.0,1362.81
373444.78,4142478.2,1363.05
373430.16,4142405.0,1364.07
373421.3,4142314.5,1304.74
373407.22,4142220.5,1281.09
373392.03,4142131.8,1278.71
373408.88,4142225.8,1281.08
373422.72,4142319.8,1308.34
373432.03,4142408.5,1364.02
373446.84,4142481.5,1363.14
373453.06,4142504.0,1362.2
373438.7,4142432.8,1363.43
373427.56,4142351.5,1331.6
373416.38,4142255.5,1283.62
373400.2,4142163.0,1279.15
373405.4,4142189.5,1279.83
373420.97,4142282.0,1291.49
373430.8,4142376.2,1349.45
373443.9,4142452.2,1362.97
373459.1,4142525.0,1360.67
373447.1,4142460.0,1362.86
373432.84,4142386.0,1361.25
373424.25,4142291.5,1295.85
373409.28,4142197.8,1280.19
373402.28,4142155.2,1279.11
373418.78,4142247.5,1282.37
373430.72,4142343.5,1326.68
373441.38,4142425.2,1363.74
373456.25,4142498.0,1362.62
373455.44,4142486.8,1362.63
373440.88,4142413.8,1363.66
373431.2,4142327.0,1315.09
373418.25,4142231.2,1280.9
373401.72,4142137.8,1278.85
373415.9,4142214.0,1279.79
373430.1,4142308.0,1304.02
373439.22,4142399.2,1363.26
373453.9,4142472.5,1362.77
373463.84,4142512.5,1360.63
373449.0,4142439.8,1362.99
373437.0,4142362.0,1341.81
373426.6,4142265.8,1287.57
373410.8,4142172.5,1279.49
373412.75,4142180.8,1279.97
373428.47,4142273.8,1290.32
373438.4,4142369.2,1348.79
373451.34,4142445.2,1362.93
373466.38,4142518.0,1361.23
373457.47,4142467.8,1362.69
373443.03,4142394.0,1363.03
373434.12,4142301.5,1302.39
373419.88,4142206.8,1279.52
373409.4,4142145.2,1278.93
373426.0,4142238.5,1282.1
373438.4,4142334.5,1322.13
373448.9,4142418.8,1363.34
373463.66,4142491.8,1362.63
373465.6,4142493.5,1362.4
373451.06,4142420.5,1363.06
373440.5,4142336.0,1323.78
373428.44,4142239.5,1282.22
373412.06,4142145.8,1278.93
373423.34,4142206.2,1279.5
373437.66,4142301.0,1303.09
373446.84,4142393.0,1362.93
373461.47,4142466.5,1362.49
373473.6,4142518.5,1361.79
373458.94,4142445.8,1362.64
373446.1,4142369.2,1349.32
373436.2,4142273.5,1292.52
373420.9,4142179.2,1279.59
373420.4,4142174.0,1279.59
373436.03,4142267.5,1290.66
373446.5,4142363.0,1344.79
373459.0,4142440.0,1362.91
373473.8,4142512.8,1362.2
373467.1,4142471.8,1362.25
373452.7,4142398.2,1362.65
373443.47,4142308.2,1307.63
373429.88,4142212.5,1279.47
373417.44,4142140.0,1278.81
373433.97,4142233.8,1282.13
373446.47,4142330.0,1321.16
373456.94,4142414.8,1362.66
373471.56,4142487.8,1362.35
373475.03,4142497.0,1362.15
373460.62,4142424.0,1362.44
373449.53,4142341.5,1329.8
373437.97,4142245.0,1285.1
373421.9,4142150.8,1279.15
373431.4,4142202.0,1280.11
373445.72,4142297.0,1303.54
373454.9,4142389.2,1362.53
373469.47,4142462.8,1362.09
373482.97,4142522.0,1361.66
373468.44,4142449.0,1362.12
373454.38,4142374.5,1360.32
373445.38,4142278.5,1296.89
373430.6,4142183.5,1279.72
373428.62,4142170.0,1279.5
373444.0,4142263.5,1291.69
373454.66,4142359.0,1343.66
373467.2,4142436.8,1362.1
373481.84,4142509.8,1361.92
373476.4,4142475.0,1361.82
373462.1,4142401.5,1362.28
373452.44,4142312.5,1312.0
373439.3,4142216.0,1279.65
373425.66,4142135.8,1278.47
373442.1,4142229.8,1282.07
373454.62,4142326.2,1320.5
373465.06,4142411.2,1362.16
373479.62,4142484.5,1361.87
373484.28,4142500.2,1361.8
373469.9,4142427.0,1362.1
373458.38,4142346.2,1335.03
373447.16,4142249.8,1288.11
373431.5,4142155.0,1279.19
373439.6,4142198.0,1279.46
373453.7,4142294.0,1304.66
373463.0,4142385.8,1362.07
373477.47,4142459.2,1361.63
373492.12,4142525.5,1361.76
373477.75,4142452.5,1361.53
373463.5,4142378.5,1362.0
373454.5,4142284.5,1301.58
373440.22,4142188.2,1279.67
373436.56,4142165.0,1279.4
373451.94,4142260.0,1292.77
373462.84,4142355.2,1342.49
373475.25,4142433.5,1361.66
373489.8,4142506.5,1361.63
373485.66,4142478.2,1361.5
373471.38,4142404.8,1361.86
373461.25,4142318.0,1317.71
373448.7,4142220.2,1280.36
373433.72,4142132.0,1278.64
373450.12,4142226.0,1281.76
373462.62,4142322.8,1320.63
373473.03,4142407.5,1361.82
373487.53,4142481.0,1361.51
373493.56,4142503.8,1361.44
373479.25,4142430.8,1361.48
373467.28,4142352.2,1340.73
373456.38,4142256.5,1292.56
373441.12,4142160.5,1279.24
373447.22,4142192.5,1279.63
373461.3,4142289.2,1305.39
373470.7,4142380.8,1361.63
373485.12,4142454.5,1361.27
373499.72,4142527.2,1361.39
373487.28,4142457.2,1361.07
373473.06,4142383.2,1361.53
373463.62,4142291.5,1306.84
373450.0,4142194.8,1279.24
373444.06,4142158.5,1279.04
373459.44,4142253.8,1292.34
373470.75,4142348.8,1338.19
373482.78,4142428.2,1361.4
373497.28,4142501.2,1361.41
373495.28,4142483.5,1361.22
373481.0,4142410.0,1361.51
373470.47,4142326.5,1324.57
373458.38,4142229.2,1283.83
373442.28,4142134.0,1279.36
373457.34,4142217.5,1280.23
373469.97,4142315.2,1318.87
373480.4,4142401.5,1361.36
373494.84,4142474.8,1361.22
373503.25,4142509.5,1361.2
373488.97,4142436.5,1361.07
373476.5,4142358.2,1344.16
373465.6,4142264.2,1298.01
373450.88,4142167.5,1279.4
373454.6,4142185.8,1279.12
373468.62,4142283.2,1305.56
373478.34,4142375.8,1361.02
373492.72,4142449.8,1360.87
373507.25,4142522.8,1361.12
373496.75,4142461.8,1360.66
373482.53,4142387.8,1361.14
373472.6,4142298.0,1312.22
373459.38,4142199.8,1279.61
373451.75,4142153.5,1278.74
373467.12,4142249.5,1292.3
373478.72,4142344.8,1336.3
373490.62,4142424.8,1361.18
373505.12,4142498.0,1361.06
373504.4,4142486.8,1360.82
373490.16,4142413.2,1361.1
373479.1,4142330.5,1328.79
373467.22,4142233.2,1286.13
373451.38,4142137.2,1278.39
373465.16,4142214.8,1280.5
373477.84,4142312.8,1319.6
373488.44,4142399.0,1361.0
373502.88,4142472.5,1360.78
373512.22,4142512.0,1361.12
373497.94,4142438.8,1360.63
373485.12,4142361.5,1347.25
373474.16,4142268.5,1302.08
373459.75,4142170.2,1279.25
373462.5,4142183.0,1278.8
373476.47,4142281.2,1307.3
373486.6,4142373.0,1358.68
373500.8,4142447.2,1360.38
373515.34,4142520.2,1360.88
373505.72,4142464.0,1360.31
373491.47,4142390.0,1360.61
373481.12,4142301.2,1315.51
373468.1,4142202.8,1280.3
373459.5,4142150.5,1278.58
373474.94,4142247.0,1293.08
373486.72,4142342.0,1335.87
373498.7,4142422.0,1360.65
373513.22,4142495.2,1360.63
373513.53,4142489.2,1360.53
373499.22,4142415.8,1360.68
373487.75,4142333.5,1331.27
373475.84,4142237.0,1288.91
373460.12,4142140.2,1278.4
373471.97,4142206.0,1280.83
373485.03,4142304.5,1317.75
373495.66,4142391.2,1360.41
373510.16,4142465.0,1360.15
373522.47,4142519.5,1360.5
373508.1,4142446.2,1359.98
373494.03,4142371.5,1358.11
373483.62,4142279.5,1309.27
373469.84,4142179.8,1278.71
373467.47,4142163.8,1278.66
373482.12,4142262.0,1301.99
373493.9,4142354.2,1342.41
373506.56,4142432.2,1360.23
373521.16,4142505.2,1360.51
373517.44,4142479.0,1360.2
373503.1,4142405.5,1360.28
373491.88,4142321.2,1325.96
373479.7,4142222.5,1282.78
373463.7,4142131.8,1281.75
373479.28,4142216.0,1281.49
373491.84,4142314.2,1323.16
373502.94,4142398.8,1360.1
373517.53,4142472.5,1360.01
373527.0,4142512.0,1360.26
373512.56,4142439.0,1359.81
373499.53,4142361.2,1346.07
373487.75,4142270.5,1308.11
373473.66,4142170.2,1278.41
373475.72,4142179.5,1278.88
373489.62,4142279.0,1311.4
373501.22,4142368.8,1351.16
373514.88,4142444.2,1359.65
373529.56,4142517.5,1360.16
373520.97,4142467.0,1359.63
373506.56,4142393.0,1359.64
373495.5,4142306.5,1320.75
373482.62,4142208.0,1282.21
373471.62,4142143.5,1280.92
373487.5,4142238.5,1291.75
373499.94,4142333.5,1331.69
373511.84,4142414.8,1359.97
373526.5,4142488.2,1360.15
373529.66,4142496.2,1360.08
373515.16,4142422.8,1359.78
373503.0,4142342.2,1335.46
373490.72,4142248.5,1297.13
373475.44,4142150.2,1278.72
373485.38,4142204.2,1280.39
373498.47,4142303.2,1320.24
373509.75,4142389.2,1359.34
373524.4,4142463.2,1359.52
373533.47,4142500.2,1359.88
373518.88,4142426.8,1359.67
373506.53,4142347.5,1337.87
373494.12,4142255.2,1301.57
373479.1,4142155.5,1278.4
373487.9,4142203.2,1280.07
373501.1,4142302.8,1320.62
373512.47,4142388.8,1359.2
373527.2,4142462.8,1359.49
373530.78,4142472.2,1359.68
373516.22,4142398.5,1359.26
373504.62,4142313.2,1324.58
373491.84,4142214.5,1282.57
373480.38,4142148.2,1281.23
373495.94,4142243.2,1295.54
373508.75,4142336.8,1332.73
373520.9,4142417.2,1359.37
373535.72,4142490.5,1359.87
373522.38,4142415.5,1359.28
373510.38,4142334.2,1331.87
373497.66,4142239.8,1293.84
373483.25,4142149.8,1278.74
373493.28,4142203.5,1280.11
373506.56,4142303.0,1321.37
373518.28,4142389.2,1358.89
373533.1,4142463.2,1359.58
373524.94,4142414.0,1359.03
373512.78,4142332.0,1330.99
373499.94,4142237.0,1292.86
373485.62,4142150.0,1280.37
373494.22,4142193.0,1278.13
373507.8,4142293.8,1318.96
373520.03,4142379.5,1352.24
373534.22,4142454.5,1359.23
373523.8,4142393.5,1358.6
373512.03,4142308.2,1322.91
373498.75,4142209.2,1283.03
373487.44,4142145.2,1282.18
373503.03,4142236.2,1292.99
373516.16,4142330.8,1330.96
373528.44,4142411.5,1358.8
373529.38,4142407.5,1358.73
373517.38,4142326.0,1329.04
373504.38,4142230.0,1289.45
373488.88,4142140.0,1280.72
373501.03,4142202.2,1279.34
373514.56,4142302.0,1321.31
373526.47,4142387.2,1358.1
373531.34,4142403.0,1358.58
373519.34,4142320.2,1326.86
373506.28,4142222.8,1284.8
373491.44,4142137.5,1279.82
373507.97,4142234.2,1293.03
373521.47,4142328.8,1329.38
373533.72,4142409.2,1358.58
373526.34,4142348.0,1335.74
373512.88,4142257.8,1305.33
373495.7,4142147.5,1278.45
373507.78,4142213.2,1284.01
373521.5,4142310.8,1323.24
373533.56,4142394.0,1357.95
373526.7,4142331.0,1329.36
373513.12,4142237.5,1294.75
373497.94,4142145.5,1280.95
373517.03,4142263.5,1308.05
373530.8,4142352.8,1337.67
373530.3,4142336.8,1331.26
373516.62,4142244.0,1298.06
373499.7,4142143.5,1281.8
373513.16,4142214.0,1284.48
373527.16,4142311.0,1322.62
373532.7,4142333.5,1329.72
373518.88,4142240.5,1296.57
373502.38,4142144.8,1282.91
373515.28,4142209.2,1281.61
373529.34,4142307.5,1321.65
373529.75,4142297.2,1318.54
373515.75,4142200.0,1280.91
373506.38,4142147.2,1278.05
373521.5,4142236.2,1294.58
373535.62,4142329.2,1327.77
373523.12,4142232.0,1292.21
373508.22,4142147.5,1281.49
373516.97,4142191.0,1281.29
373531.12,4142288.0,1319.38
373526.97,4142241.8,1297.56
373510.9,4142147.2,1280.23
373520.9,4142196.5,1279.5
373535.75,4142296.5,1318.19
373522.06,4142193.0,1282.1
373515.62,4142156.2,1279.91
373531.56,4142252.5,1303.32
373527.06,4142203.2,1279.48
373518.12,4142156.2,1280.58
373534.1,4142251.0,1302.51
373523.56,4142174.5,1283.19
373526.8,4142185.5,1277.91
373530.97,4142196.8,1279.86
373529.06,4142183.5,1277.76
373524.53,4142149.8,1278.13
373536.22,4142195.8,1278.21
373526.4,4142144.8,1278.78
373530.62,4142154.5,1278.69
373534.56,4142172.2,1278.0
373532.03,4142149.0,1281.76
373535.62,4142154.0,1281.92
373532.2,4142526.5,1360.05
373529.88,4142519.8,1360.16
373530.9,4142491.8,1359.93
373532.84,4142474.2,1359.72
373528.5,4142486.0,1360.04
373528.44,4142482.5,1360.01
373533.0,4142431.2,1358.98
373520.7,4142517.2,1360.55
373529.4,4142451.8,1359.19
373533.12,4142408.2,1358.59
373521.2,4142490.8,1360.34
373522.7,4142476.2,1359.99
373534.06,4142395.8,1357.96
373531.38,4142398.2,1358.33
373519.56,4142478.8,1360.15
373518.1,4142484.8,1360.38
373529.72,4142404.0,1358.71
373535.16,4142333.0,1329.13
373526.44,4142409.8,1358.86
373514.34,4142491.2,1360.53
373515.97,4142476.2,1360.11
373527.66,4142396.0,1358.62
373535.56,4142319.8,1324.4
373528.4,4142367.0,1345.35
373517.47,4142447.8,1359.6
373505.53,4142524.2,1361.27
373517.88,4142440.8,1359.63
373527.84,4142363.0,1342.83
373536.2,4142276.2,1313.43
373526.72,4142353.8,1339.01
373516.34,4142433.8,1359.71
373502.97,4142521.2,1361.29
373513.03,4142451.0,1359.73
